,Stories,beds,baths,floor_space,price,Zip Code,Cooling System,Days on Market,Year Built,Property Type,Price Per Sqft,Units in Building,HOA Fee,Lot Area,Parking Spaces,Parking,Basement,Number of Rooms,Number of Bedrooms,Number of Bathrooms,Number of Bathrooms (full),Living Area,Heating,Air Conditioning,Heating Fuel,Common Walls,Number of Garage Spaces,Sewer,Year Renovated,Property Subtype,Architecture,Construction Materials,Parcel Number,List Price,MLS Status,City,Elementary School,Elementary School District,Jr High / Middle School,Jr High / Middle School District,High School,High School District,MLS/Source ID,Community Features,Year Updated,Utilities,Community,Ownership,Appliances,Laundry,Included in Sale,HOA Fee Includes,Attic,HOA Amenities,Accessibility,Flooring,Floors,Types of Rooms,Number of Bathrooms (half),Electric,Levels,Security,Fencing,Condition,Building Area,Listing Agreement Type,"<a href=""http",Water View,Other Structures,Patio / Porch,"<a href=""https",Roof,Foundation,Building,Special Conditions,View,Responsible for Road Maintenance,Tenant Pays,Exterior,Structure Type,Number of Bathrooms (three quarters),Pool,Builder Model,Not Included in Sale,Number of Stories,Window,Number of Fireplaces,Waterfront,Price Range,Foundation Area,Listing Url,Number Of Vacant Units,Building Name,HOA Name,HOA Phone,Parking Space,Spa,Door,HOA Fee (second),HOA Fee Frequency (second),Finished Area (above surface),Finished Area (below surface),Listing Terms,Buyer Agency Commission,Buyer Agency Commission Type,Fireplace,Owner Pays,Energy Efficiency Features,Off Market Date
272,,,1.0,,"230,000",10026,, 1 Day on Trulia,, Coop, $383,, $478/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,1.0,1.0,,"599,999",10024,, 1 Day on Trulia, 1930, Coop, $787, 113," $2,290/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=ZU2tnf3YDZQ"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274, 2,3.0,3.0,1728.0,"629,000",10465,, 1 Day on Trulia, 1940, Single Family Home, $364, 1,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1940,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275, 2,5.0,3.0,2064.0,"1,199,999",11417,, 1, 1925, Residential Income, $581,,,3000, 6," Private,Detached,2 Car Detached", Full, 10, 5, 3, 3, 2064 Square Feet," Natural Gas,Geothermal", Window Unit(s), Natural Gas, 1 Common Wall, 2, Public Sewer,, Multi Family, 2 Story," Batts Insulation, Frame, Vinyl Siding", 09147-0068," $1,199,999", A, Ozone Park, Ps 63 Old South, Queens 27, Ps 43, Queens 27, John Adams High School, Queens 27, 3445573," Park, Near Public Transportation",, Public Garbage Removal,,," Dryer, Refrigerator",," Ceiling Fan, Curtains/Drapes, Dryer, Front Gate, Garage Door Opener, Mailbox, Refrigerator, Screens, Shades/Blinds",,,,," Hardwood, Wall To Wall Carpet"," Hardwood, Wall To Wall Carpet",,,, Two,," Back Yard, Fenced", Good,,,,,, Porch,"//my.matterport.com/show/?m=u3UB5Lx25pJ&amp;mls=1"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,, Public Maintained Road,,,,,,, Second Refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,
276, 3,4.0,4.0,,"1,198,000",11362,, 1, 1977, Residential Income,,,,2310, 3," Private,Attached,1 Car Attached,Driveway", Full, 10, 4, 4, 4,," Natural Gas,Baseboard"," Wall Unit(s),Window Unit(s)", Natural Gas, 2+ Common Walls, 1, Public Sewer, 2022, Multi Family, Townhouse," Block, Brick", 08290-1026," $1,198,000", A, Douglaston, Ps 221 North Hills School (The), Queens 26, Jhs 67 Louis Pasteur, Queens 26, Benjamin N Cardozo High School, Queens 26, 3445556," Park, Near Public Transportation",, Public Garbage Removal,,," Dishwasher, Dryer, Washer",," A/C Units, Dishwasher, Dryer, Garage Door Opener, Garage Remote, Washer",,,,, Hardwood, Hardwood,,,, Three Or More,,, Excellent,,,,,, Patio,,,,,, Other,," Electricity, Gas"," Balcony, Private Entrance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,2.0,2.0,1121.0,"2,350,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,096", 176," $3,544/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,1.0,1.0,,"649,000",10016, Central, 1 Day on Trulia, 1964, Coop, $927, 135," $1,504/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,1.0,,"375,000",10011,, 1 Day on Trulia, 1928, Coop,, 60, $755/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280, 49,2.0,2.0,1577.0,"2,100,000",10017, Central, 1 Day on Trulia, 1984, Condo," $1,332", 236," $2,474/Monthly",,,,, 4,,,,,,,,,,,,, Other,,,,,,,,,,,, 22149832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1,,,,,,,,,,,,,
281, 31,1.0,2.0,,"1,395,000",10021, Central, 1 Day on Trulia, 1986, Condo," $1,557", 97," $1,701/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282, 2,5.0,3.0,2748.0,"825,000",10473,, 1 Day on Trulia, 2001, Multi Family, $300, 2,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=6Q_MIbEuGZw"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283, 47,2.0,2.0,1325.0,"1,795,000",10005,, 1 Day on Trulia, 2008, Condo," $1,355", 319," $1,639/Monthly",,,,, 4,,,,,,,,,,,,,,,,,,,,,,,,, 22134026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284, 6,2.0,2.0,1192.0,"1,100,000",10039, Central, 1 Day on Trulia, 1903, Condo, $923, 75," $1,252/Monthly",30056.399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,3.0,3.0,,"799,000",11236,, 1, 1960, Residential Income,,,,2000,, Private," Finished,Full", 7, 3, 3, 3,," Natural Gas,Hot Water", None, Natural Gas, 2+ Common Walls,, Public Sewer,, Multi Family, 2 Story, Brick, 08226-0061," $799,000", A, Canarsie,, Brooklyn 18, Ps 66, Brooklyn 18, East Brooklyn Community High School, Brooklyn 18, 3445550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,4.0,4.0,2446.0,"500,000",11411,, 1 Day on Trulia, 1940, Single Family Home, $204, 1,,3698,,,,,,,,, Baseboard,, Baseboard,,,,,,,,,,,,,,,,,, 11095684,,,,,,,,,,,,,," Carpet, Hardwood", Dining Room,,,,,,,,,,,,,,,,,,,,," Vinyl, Brick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,2.0,2.0,1380.0,"1,995,000",11231, Central, 1 Day on Trulia, 1900, Condo," $1,446", 23," $1,536/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288, 12,1.0,1.0,,"825,000",10027, Central, 1 Day on Trulia, 2020, Condo," $1,190", 171, $640/Monthly,,,,, 3,,,,,,,,,,,,, Other,,,,,,,,,,,, 22164865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,2.0,1.0,,"900,000",10022,, 1 Day on Trulia, 1961, Coop," $1,000", 42," $1,370/Monthly",,,,, 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=8AvnpogRXIE"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,1.0,,"319,000",10019,, 1 Day on Trulia, 1930, Coop,, 235, $876/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 22147393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291, 2,6.0,3.0,1474.0,"829,000",11208,, 1 Day on Trulia, 1901, Multi Family, $562, 2,,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292, 2,3.0,2.0,1933.0,"979,000",11361,, 1 Day on Trulia, 1930, Single Family Home, $506, 1,,4103,, Garage Attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293, 41,1.0,1.0,,"1,888,000",10022, Central, 1 Day on Trulia, 2003, Apartment," $2,098", 74," $1,655/Monthly",,, None,, 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,2.0,2.0,1637.0,"2,530,000",11201, Central, 1 Day on Trulia, 2020, Condo," $1,546", 133," $1,420/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,3.0,1.0,,"559,000",11423,, 1, 1940, Residential,,,,2740,," Private,Attached,1 Car Attached", None, 6, 3, 1, 1,," Natural Gas,Steam",, Natural Gas, 2+ Common Walls, 1, Public Sewer,, Single Family Residence, Colonial, Brick, 10365-0017," $559,000", A, Hollis,, Queens 29, Cambria Heights Academy, Queens 29, Cambria Heights Academy, Queens 29, 3445541,,,,,," Dishwasher, Dryer, Oven, Refrigerator",," Dishwasher, Dryer, Refrigerator",, None,,,,,,,,,,, FAIR CONDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296, 2,4.0,4.0,2496.0,"875,000",10312,, 1, 2001, Residential, $351,,,3000, 1," Built-in,Garage,Off Street,On Street,Garage Door Opener", Full, 5, 4, 4, 2, 2496 Square Feet," Hot Water,Natural Gas", Central Air, Hot Water,, 1, Public Sewer,, Two Family - Semi-Attached, Colonial,, 05590-0115," $875,000", Active, Staten Island,,,,,,, 1158935,,,,,," Dishwasher, Dryer, Microwave, Refrigerator, Washer, Stove",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 2.0,, Fenced," Existing, Excellent", 2496 Square Feet, Exclusive Right To Sell,, None,, Deck,,,,,,,,, Sprinkler System,, 1, Above Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
297, 2,3.0,2.0,1344.0,"619,000",10312,, 1, 1978, Residential, $461,,,2508,," No Garage,Carport,Off Street", Full, 5, 3, 2, 1, 1344 Square Feet," Forced Air,Natural Gas", Central Air, Forced Air,,, Public Sewer,, Single Family - Semi-Attached, Colonial,, 05671-0012," $619,000", Active, Staten Island,,,,,,, 1158934,,,,,," Dishwasher, Refrigerator",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 2.0,, Fenced," Existing, Good", 1344 Square Feet, Exclusive Right To Sell,, None,, Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298, 2,6.0,5.0,4680.0,"1,599,999",10309,, 1, 1988, Residential, $342,,,10400, 2," Built-in,Garage,Off Street,On Street,Garage Door Opener", Full, 5, 6, 5, 2, 4680 Square Feet," Hot Water,Natural Gas,Fireplace(s)", Central Air, Hot Water,, 2, Public Sewer,, Two Family - Detached, Colonial,, 7078-52," $1,599,999", Active, Staten Island,,,,,,, 1158933,,,,,," Dishwasher, Microwave, Refrigerator, Stove",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room",, 220 Volts, 2.0, Security System, Fenced," Existing, Excellent", 4680 Square Feet, Exclusive Right To Sell,"//www.crossingbridgesteam.com"" rel=""nofollow noreferrer"" target=""_blank"">Listing Url</a>", None, Shed(s), Patio,,,,,,,,, Sprinkler System,, 3, In Ground,,,, Skylight(s),,,,,,,,,,, Private,,,,,,,,,,,,
299, 2,3.0,1.0,1416.0,"649,900",10306,, 1, 1935, Residential, $459,,,6000, 1," Attached,Garage,Off Street", Full, 5, 3, 1, 1, 1416 Square Feet," Hot Water,Oil", Central Air, Hot Water,, 1, Public Sewer,, Single Family - Detached, Cape,, 03617-0030," $649,900", Active, Staten Island,,,,,,, 1158485,,,,,, Dishwasher,,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room",, 220 Volts, 2.0,, Fenced," Existing, Excellent", 1416 Square Feet, Exclusive Right To Sell,, None,,,"//www.youtube.com/embed/3zQLbgCoNxI"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,, garypapirov.net,,,,,,,,,,,,,,,,,,
300, 2,3.0,3.0,2736.0,"1,180,000",10301,, 1, 1955, Residential, $431,,,7500, 2," Attached,Garage,Off Street,Garage Door Opener", Full, 5, 3, 3, 1, 2736 Square Feet," Other,Natural Gas", Central Air, Other,, 2, Public Sewer,, Single Family - Detached, Other,, 00269-0011," $1,180,000", Active, Staten Island,,,,,,, 1157147,,,,,," Dishwasher, Microwave, Washer",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room",, 220 Volts, 2.0,, Fenced," Existing, Excellent", 2736 Square Feet, Exclusive Right To Sell,"//Jeaninesallemi.kw.com"" rel=""nofollow noreferrer"" target=""_blank"">Listing Url</a>", None,, Patio,"//www.dropbox.com/sh/h47vers7srlrllh/AAD-ZPCSI_dfPxHbJj3E-YxNa?dl=0&amp;preview=Video+Aug+23%2C+10+21+04+PM.mov"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,, 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301, 2,3.0,2.0,1312.0,"549,000",10302,, 1, 1920, Residential, $418,,,2850,," No Garage,On Street", Full, 5, 3, 2, 1, 1312 Square Feet," Hot Water,Natural Gas", None, Hot Water,,, Public Sewer,, Single Family - Detached, Colonial, Asbestos, 01100-0048," $549,000", Active, Staten Island,,,,,,, 1157058,,,,,," Dishwasher, Refrigerator",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 2.0,,," Existing, Excellent", 1312 Square Feet, Exclusive Right To Sell,, None,," Deck, Patio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,4.0,4.0,1884.0,"5,795,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $3,076", 176," $6,366/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,3.0,3.0,1883.0,"5,695,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $3,024", 176," $6,432/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,4.0,4.0,1973.0,"4,795,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,430", 176," $6,432/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,4.0,4.0,1973.0,"5,295,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,684", 176," $6,629/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,4.0,4.0,2438.0,"8,495,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $3,484", 176," $8,795/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,4.0,3.0,1872.0,"5,095,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,722", 176," $6,170/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,4.0,3.0,2031.0,"5,495,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,706", 176," $6,695/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,3.0,4.0,2077.0,"6,095,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,935", 176," $7,023/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,3.0,3.0,1868.0,"7,250,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $3,881", 176," $7,088/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,3.0,3.0,1710.0,"4,395,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,570", 176," $5,645/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312, 7,1.0,1.0,,"435,000",11207, Central, 1 Day on Trulia, 2017, Condo, $659, 32, $346/Monthly,,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,"//youtube.com/watch?v=LhdhOD_9Uo4"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313, 1.5,,2.0,1658.0,"659,000",11236,, 1 Day on Trulia, 1899, Single Family Home, $397, 1,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,2.0,1.0,1000.0,"279,000",11235,, 1 Day on Trulia, 1955, Coop, $279, 240, $711/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,1.0,1.0,,"1,195,000",10021,, 1 Day on Trulia,, Coop,,," $2,427/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,2.0,2.0,1093.0,"1,450,000",11101, Central, 1 Day on Trulia, 2019, Condo," $1,327", 182, $827/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,1.0,1.0,,"1,240,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,348", 176," $1,706/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,2.0,2.0,1103.0,"2,550,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,312", 176," $3,544/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,1.0,1.0,,"1,650,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,371", 176," $2,232/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,1.0,1.0,,"1,795,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,679", 176," $2,232/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,1.0,1.0,,"2,095,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,775", 176," $2,494/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,1.0,2.0,,"1,995,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,164", 176," $2,954/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,1.0,,"1,195,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,500", 176," $1,575/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,2.0,2.0,1059.0,"2,150,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,030", 176," $3,347/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,2.0,2.0,1131.0,"2,850,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,520", 176," $3,938/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,2.0,2.0,1202.0,"2,395,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $1,993", 176," $3,806/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,1.0,1.0,,"1,395,000",10013,, 1 Day on Trulia, 2009, Apartment," $2,085", 176," $2,100/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,1.0,,"959,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,067", 176," $1,444/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,2.0,2.0,1251.0,"3,495,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,794", 176," $4,135/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,1.0,1.0,,"1,795,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,840", 176," $2,166/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,1.0,1.0,,"1,370,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,425", 176," $1,838/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,1.0,1.0,,"1,350,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $2,348", 176," $1,838/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,2.0,2.0,1202.0,"2,250,000",10013, Central, 1 Day on Trulia, 2009, Apartment," $1,872", 176," $3,807/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,1.0,1.0,,"900,000",11101, Central, 1 Day on Trulia, 2018, Condo," $1,331", 182, $679/Monthly,,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,1.0,1.0,,"439,000",11372,, 1 Day on Trulia, 1920, Condo, $717, 1, $211/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=ZL7pLb-D-7E"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,3.0,2.0,1471.0,"1,995,000",10010, Central, 1 Day on Trulia, 1951, Apartment," $1,356", 93," $3,627/Monthly",,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337, 16,1.0,1.0,,"975,000",10038, Central, 1 Day on Trulia, 1906, Condo," $1,199", 52," $1,500/Monthly",,, None,, 3,,,,,,,,,,,,, Other,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
